領域,學群,選課號碼(註1),科目名稱,學分,上課 時間,上課 週別,上課 教室,授課 教師,開課 單位,開課 人數,選課 人數,可選 餘額,授課 語言,備註
統合,專業實作,0201,美術工作坊 Art Workshop,2,134,,Y605,蕭怡姍,通識中心,40,45,0,中文,
統合,專業實作,0202,美術工作坊 Art Workshop,2,234,,Y605,蕭怡姍,通識中心,40,39,1,中文,
統合,專業實作,0203,美術工作坊 Art Workshop,2,256,,Y605,蕭怡姍,通識中心,40,42,0,中文,
統合,專業實作,0204,進階攝影 Advanced Photography,2,478,,Y303,楊基發,通識中心,50,49,1,中文,
統合,專業實作,0205,人文藝術博物館巡禮 A Tour of the Museum of Humanities and Art,2,278,,Y301,何智勇,通識中心,70,66,4,中文,本課程不開放特殊情形權限加選
統合,專業實作,0207,太極拳基礎 Basic Tai Chi,2,478,,Y411,林彥佑,通識中心,24,25,0,中文,1.上課請穿球鞋及寬鬆衣服; 2.部分課程須兩人一組對練
統合,專業實作,0208,創業與創意 Entrepreneurial Venture and Innovation,3,2678,,Y303,李宗儒等,通識中心,70,15,55,中文,
統合,專業實作,0209,財務管理與投資 Financial Management and Investment,2,467,,SC111,李超雄,通識中心,150,111,39,中文,該課程因應疫情，為落實防疫措施而採線上教學方式授課; 建議非管院大三、大四同學選修
統合,專業實作,0210,財富管理實務 Wealth Management and Practice,2,578,,Y104,張樹之,通識中心,90,94,0,中文,該課程因應疫情，為落實防疫措施而採線上教學方式授課; 考試以英文命題
統合,專業實作,0211,會計實務成長記 The Growing Steps of Accounting Practice,2,256,,Y206,陳雪如,通識中心,50,52,0,中文,
統合,專業實作,0212,園藝與生活 Horticulture and Living,2,189,,H300,林慧玲等,通識中心,65,60,5,中文,
統合,專業實作,0213,香料植物之應用與保健機能 Application and Health Function of Spices and Herbs,3,1678,,Y403,古山吉(Kumar),通識中心,50,16,34,英文,英語授課
統合,專業實作,0214,生態旅遊 Ecotourism,2,334,,AN514,謝淳仁,通識中心,35,31,4,中文,本課程需配合校外教學，請同學考量課程時間
統合,專業實作,0215,生態旅遊 Ecotourism,2,356,,AN514,謝淳仁,通識中心,35,32,3,中文,本課程需配合校外教學，請同學考量課程時間
統合,專業實作,0216,摺紙數學之藝術 Art of Mathematical Origami,2,178,,Y605,李林滄,通識中心,40,39,1,中文,
統合,專業實作,0217,多媒體應用 Multimedia Applications,3,1678,,LI412,巫亮全,通識中心,35,29,6,中文,建議非管院學生選修
統合,專業實作,0218,電影藝術與基礎數位影片創作 Film Art and Basic Digital Video Production,3,3678,,CC214,洪鈞元,通識中心,50,47,3,中文,
統合,專業實作,0219,生活與醫療科技 Life and Medical Technology,2,278,,Y402,李岳聰等,通識中心,50,46,4,中文,本課程不開放特殊情形權限加選
統合,專業實作,0220,生活與醫療科技 Life and Medical Technology,2,256,,Y410,林志明等,通識中心,50,40,10,中文,本課程不開放特殊情形權限加選
統合,專業實作,0221,生活與醫療科技 Life and Medical Technology,2,478,,Y402,林晏任等,通識中心,50,38,12,中文,本課程不開放特殊情形權限加選
統合,跨域學習,0293,跨域興學習（一） Cross-Field Project (I),1,*,,*,李超雄,通識中心,0,1,0,中文,台下指導
統合,跨域學習,0295,跨域自主學習（一） Cross-field Self-Directed Learning (I),1,*,,*,全體教師,通識中心,0,7,0,中文,自主學習點數18點
統合,跨域學習,0296,跨域自主學習（二） Cross-field Self-Directed Learning (II),1,*,,*,全體教師,通識中心,0,3,0,中文,自主學習點數18點
統合,微型課程,0297,通識學習拼圖（一） Learning Puzzle of General Education (I),1,*,,*,全體教師,通識中心,0,291,0,中文,通識微型課程授課時數累計18小時
統合,微型課程,0298,通識學習拼圖（二） Learning Puzzle of General Education (II),1,*,,*,全體教師,通識中心,0,95,0,中文,通識微型課程授課時數累計18小時
統合,微型課程,0299,通識學習拼圖（三） Learning Puzzle of General Education (III),1,*,,*,全體教師,通識中心,0,28,0,中文,通識微型課程授課時數累計18小時
統合,專業實作,0104,美術工作坊 Art Workshop,2,4AB,,Y605,鄧文貞,夜不限系別,40,36,4,中文,
