領域,學群,選課號碼(註1),科目名稱,學分,上課 時間,上課 週別,上課 教室,授課 教師,開課 單位,開課 人數,選課 人數,可選 餘額,授課 語言,備註
自然,生命科學,0501,園藝與生活 Horticulture and Living,2,189,,H300,林慧玲等,通識中心,65,64,1,中文,
自然,生命科學,0502,健康與人生 Health and Life,2,534,,Y305,黃秀琳,通識中心,35,34,1,中文,本課程不開放特殊情形權限加選
自然,生命科學,0503,昆蟲世界 Insect World,2,134,,EC7C03,段淑人,通識中心,85,27,58,中文,
自然,生命科學,0504,微生物世界 Microbial World,2,456,,J1007,鍾文鑫等,通識中心,100,108,0,中文,
自然,生命科學,0505,食品安全衛生 Food Safety and Sanitation,2,134,,FB110,陳錦樹等,通識中心,100,96,4,中文,
自然,生命科學,0506,香料植物之應用與保健機能 Application and Health Function of Spices and Herbs,3,1678,,Y308,古山吉(Kumar),通識中心,50,20,30,英文,英語授課
自然,生命科學,0507,良醫講堂：臨床醫療與衛教 Good Doctors: Clinical Medicine and Health Education,2,278,,Y112,許美鈴等,通識中心,89,89,0,中文,
自然,生命科學,0508,良醫講堂：臨床醫療與衛教 Good Doctors: Clinical Medicine and Health Education,2,478,,Y112,許美鈴等,通識中心,79,79,0,中文,
自然,生命科學,0509,餐桌上的營養學 Healthy Dining,1,267,,FB110,黃菁英,通識中心,80,70,10,中文,第1~9週上課
自然,生命科學,0510,生活與醫療科技 Life and Medical Technology,2,267,,ATB13,程德勝,通識中心,60,24,36,中文,
自然,生命科學,0511,印度傳統保健法 Indian Traditional Knowledge of Health and Healing,2,378,,Y401,古山吉(Kumar),通識中心,50,23,27,英文,英語授課
自然,生命科學,0512,草藥入門 An Introduction to Herbal Therapy,2,478,,Y401,古山吉(Kumar),通識中心,50,15,35,英文,英語授課
自然,生命科學,0513,生態旅遊 Ecotourism,2,334,,AN514,謝淳仁,通識中心,35,28,7,中文,本課程需配合校外教學，請同學考量課程時間
自然,生命科學,0514,生態旅遊 Ecotourism,2,356,,AN514,謝淳仁,通識中心,35,33,2,中文,本課程需配合校外教學，請同學考量課程時間
自然,生命科學,0515,常見疾病預防與保健 Common Disease and Health Promotion in Taiwan,2,534,,Y401,古山吉(Kumar),通識中心,50,23,27,英文,英語授課
自然,生命科學,0516,生命科學與人生 Life Science and Human Life,2,234,,Y104,何瓊紋等,通識中心,100,102,0,中文,
自然,生命科學,0517,生命科學與人生 Life Science and Human Life,2,456,,Y104,鄭任鈞等,通識中心,100,105,0,中文,本課程不開放特殊情形權限加選
自然,生命科學,0518,營養與保健 Nutrition and Health Care,2,234,,Y401,古山吉(Kumar),通識中心,50,26,24,英文,英語授課
自然,生命科學,0519,生命的動力與延續 The Vitality and Sustainability of Life,2,134,,SC112,賴建成等,通識中心,150,148,2,中文,本課程不開放特殊情形權限加選
自然,生命科學,0520,生命的動力與延續 The Vitality and Sustainability of Life,2,534,,Z000,賴建成等,通識中心,133,131,2,中文,本課程不開放特殊情形權限加選
