領域,學群,選課號碼(註1),科目名稱,學分,上課 時間,上課 週別,上課 教室,授課 教師,開課 單位,開課 人數,選課 人數,可選 餘額,授課 語言,備註
社會,公民與社會,0401,服務學習：中小學課業輔導 Service Learning: Primary and Junior High School Tutoring,2,278,,Y312,楊琇玲,通識中心,20,33,0,中文,本學期第5~17週需使用課堂時間至信義國小服務，課程依實際狀況接受加簽
社會,公民與社會,0402,社區營造與創意方案規劃 Community Empowerment and Creativity Program Planning,2,134,,Y211,張淑君,通識中心,40,19,21,中文,
社會,公民與社會,0403,社區營造與創意方案規劃 Community Empowerment and Creativity Program Planning,2,156,,Y211,張淑君,通識中心,40,35,5,中文,
社會,公民與社會,0404,婚姻與家庭 Marriage and Family,2,334,,SC111,劉昭辰,通識中心,130,141,0,中文,新開設遠距教學
社會,公民與社會,0405,政治社會哲學 Political-Social Philosophy,2,356,,Y212,顧毓民,通識中心,70,25,45,中文,
社會,公民與社會,0406,性別·社會·個人 Gender-Society-Individual,2,234,,Y401,關永馨,通識中心,70,44,26,中文,本課程不開放特殊情形權限加選
社會,公民與社會,0407,社會學 Sociology,3,289A,,SC204,劉子彰,通識中心,50,27,23,中文,本課程不開放特殊情形權限加選
社會,公民與社會,0408,社會學 Sociology,3,2234,,Y410,陳迪暉,通識中心,70,66,4,中文,本課程不開放特殊情形權限加選
社會,公民與社會,0409,全球化與當代社會 Globalization and Contemporary Society,2,534,,Y410,陳迪暉,通識中心,70,68,2,中文,本課程不開放特殊情形權限加選，新開設遠距教學
社會,公民與社會,0410,愛情與政治 Love and Politics,2,378,,SC111,譚偉恩,通識中心,120,136,0,中文,新開設遠距教學
社會,公民與社會,0411,社會科學概論 Introduction to Social Science,3,2234,,SC112,沈玄池,通識中心,120,43,77,中文,
社會,公民與社會,0412,社會關懷 Social Care,2,434,,Y208,賴淑蘭,通識中心,60,57,3,中文,
社會,公民與社會,0413,社會關懷 Social Care,2,456,,Y208,賴淑蘭,通識中心,60,59,1,中文,
社會,公民與社會,0414,資訊科技與社會 Information Technology and Society,2,234,,Y403,洪朝貴,通識中心,60,60,0,中文,
社會,公民與社會,0415,資訊科技與社會 Information Technology and Society,2,234,,Y309,林建良,通識中心,50,21,29,中文,
社會,公民與社會,0416,資訊科技與社會 Information Technology and Society,2,478,,Y309,林建良,通識中心,50,38,12,中文,
社會,公民與社會,0417,專業服務學習：寵物義診 Professional Service Learning: Veterinary Volunteer Clinic for Companion Animals,2,556,,*,林荀龍,通識中心,31,26,5,中文,限獸醫系修習，且於週五下午1點~5點至動物收容中心服務，建議下午未排課的獸醫系同學選修
社會,法律與政治,0421,法律與生活 Law and Everyday Life,2,312,,SC112,林炫秋,通識中心,150,136,14,中文,新開設遠距教學
社會,法律與政治,0422,科技與法律 Science and Technology Laws,2,478,,SC112,廖緯民,通識中心,120,86,34,中文,新開設遠距教學
社會,法律與政治,0423,日本與亞太區域發展 The Development of Asia-Pacific Region and Japan,3,2678,,SC112,廖舜右,通識中心,120,119,1,中文,新開設遠距教學
社會,法律與政治,0424,國際關係 International Relations,2,434,,SC112,廖舜右,通識中心,130,135,0,中文,新開設遠距教學
社會,法律與政治,0425,國際關係 International Relations,2,278,,SC111,譚偉恩,通識中心,130,137,0,中文,新開設遠距教學
社會,法律與政治,0426,國際關係 International Relations,2,356,,SC112,沈玄池,通識中心,145,141,4,中文,新開設遠距教學
社會,法律與政治,0427,國際關係 International Relations,2,334,,Y203,劉泰廷,通識中心,50,20,30,英文,英語授課
社會,法律與政治,0428,國際關係 International Relations,2,178,,Y202,劉泰廷,通識中心,50,47,3,英文,英語授課
社會,法律與政治,0429,全球公民投票制度 Referendum,2,512,,Y411,李昌麟,通識中心,80,23,57,中文,
社會,法律與政治,0430,全球公民投票制度 Referendum,2,534,,Y212,李昌麟,通識中心,70,17,53,中文,
社會,法律與政治,0431,全球公民投票制度 Referendum,2,556,,Y411,李昌麟,通識中心,80,19,61,中文,
社會,法律與政治,0432,民主與憲政 Democracy and Constitutionalism,2,478,,SC202,潘競恒,通識中心,70,0,70,中文,(未成班)
社會,法律與政治,0433,民主與憲政 Democracy and Constitutionalism,2,312,,Y403,翟挹,通識中心,70,72,0,中文,
社會,法律與政治,0434,消費者權益保護與法律 Consumer Rights Protection and Law,2,467,,SC111,戴志傑,通識中心,150,73,77,中文,至多150人，新開設遠距教學
社會,法律與政治,0435,國防教育：全民國防 National Defense Education: All-out Defense,2,156,,Y104,舒博智,通識中心,110,121,0,中文,新開設遠距教學
社會,法律與政治,0436,國防教育：全民國防 National Defense Education: All-out Defense,2,256,,Y410,廖淑芳,通識中心,70,72,0,中文,新開設遠距教學
社會,法律與政治,0437,國防教育：國防政策 National Defense Education: National Defense Policies,2,256,,Y411,盧婉萱,通識中心,70,77,0,中文,新開設遠距教學
社會,法律與政治,0438,國防教育：防衛動員 National Defense Education: Defense Mobilization,2,278,,Y411,廖志強,通識中心,70,74,0,中文,新開設遠距教學
社會,法律與政治,0439,國防教育：防衛動員 National Defense Education: Defense Mobilization,2,378,,Y411,陳秀年,通識中心,70,80,0,中文,新開設遠距教學
社會,法律與政治,0440,國防教育：國際情勢 National Defense Education: International Situations,2,478,,Y104,于力真,通識中心,100,119,0,中文,新開設遠距教學
