領域,學群,選課號碼(註1),科目名稱,學分,上課 時間,上課 週別,上課 教室,授課 教師,開課 單位,開課 人數,選課 人數,可選 餘額,授課 語言,備註
社會,公民與社會,0401,社會科學概論 Introduction to Social Science,3,2234,,Y302,沈玄池,通識中心,55,53,2,中文,開放4位同學特殊加簽
社會,公民與社會,0402,婚姻與家庭 Marriage and Family,2,334,,SC111,劉昭辰,通識中心,140,139,1,中文,
社會,公民與社會,0403,社會學 Sociology,3,1789,,Y403,林志龍,通識中心,60,32,28,中文,
社會,公民與社會,0405,性別·社會·個人 Gender-Society-Individual,2,234,,Y304,關永馨,通識中心,60,28,32,中文,不開放特殊加簽
社會,公民與社會,0406,女性與臺灣社會 Women and Taiwanese Society,2,467,,SC204,廖舜右,通識中心,50,28,22,英文,英語授課
社會,公民與社會,0407,公共管理與公民社會 Public Management and Civil Society,2,278,,*,潘競恒,通識中心,50,0,50,中文,"(未成班,停開)"
社會,公民與社會,0408,愛情與政治 Love and Politics,2,278,,SC111,譚偉恩,通識中心,150,150,0,中文,不開放特殊加簽
社會,法律與政治,0413,法學緒論 Introduction to Legal Studies,2,556,,Y208,黃馨慧,通識中心,50,42,8,中文,
社會,法律與政治,0414,法學緒論 Introduction to Legal Studies,2,456,,Y305,紀和均,通識中心,50,50,0,中文,不開放特殊加簽
社會,法律與政治,0416,民主與憲政 Democracy and Constitutionalism,2,312,,Y304,翟挹,通識中心,70,60,10,中文,
社會,法律與政治,0417,民主與憲政 Democracy and Constitutionalism,2,356,,Y304,翟挹,通識中心,70,62,8,中文,
社會,法律與政治,0418,民主與憲政 Democracy and Constitutionalism,2,378,,SC204,潘競恒,通識中心,70,24,46,中文,
社會,法律與政治,0419,政治學 Political Science,3,5234,,Y208,黃馨慧,通識中心,50,16,34,中文,
社會,法律與政治,0420,政治學 Political Science,3,1678,,*,劉泰廷,通識中心,50,0,50,中文,"(未成班,停開)"
社會,法律與政治,0421,行政學概要 Administrative Science,3,4234,,Y302,吳勁甫,通識中心,40,37,3,中文,
社會,法律與政治,0422,行政學概要 Administrative Science,3,4678,,*,吳勁甫,通識中心,40,0,40,中文,"(未成班,停開)"
社會,法律與政治,0423,科技與法律 Science and Technology Laws,2,478,,Y202,廖緯民,通識中心,120,39,81,中文,
社會,法律與政治,0424,民法通論 General Introduction to the Civil Code,2,434,,Y305,紀和均,通識中心,50,50,0,中文,不開放特殊加簽
社會,法律與政治,0425,民法通論 General Introduction to the Civil Code,2,178,,Y410,廖緯民,通識中心,120,14,106,中文,
社會,法律與政治,0426,電影與國際關係 Films and International Relations,2,334,,Y410,劉泰廷,通識中心,60,33,27,英文,英語授課
社會,法律與政治,0427,電影與國際關係 Films and International Relations,2,534,,SC204,盧信吉,通識中心,50,47,3,中文,
社會,法律與政治,0428,國防教育：全民國防 National Defense Education: All-out Defense,2,478,,Y401,劉國宗,通識中心,55,69,0,中文,國防教育只採計一門為通識學分
社會,法律與政治,0429,國防教育：防衛動員 National Defense Education: Defense Mobilization,2,278,,Y401,陳秀年,通識中心,60,74,0,中文,國防教育只採計一門為通識學分
社會,法律與政治,0430,國防教育：國防政策 National Defense Education: National Defense Policies,2,156,,Y402,舒博智,通識中心,55,75,0,中文,國防教育只採計一門為通識學分
社會,法律與政治,0431,國防教育：國防政策 National Defense Education: National Defense Policies,2,178,,Y402,舒博智,通識中心,55,74,0,中文,國防教育只採計一門為通識學分
社會,法律與政治,0432,國防教育：國防科技 National Defense Education: National Defense Science and Technology,2,334,,Y401,何信標,通識中心,65,70,0,中文,國防教育只採計一門為通識學分
社會,法律與政治,0433,國防教育：國防科技 National Defense Education: National Defense Science and Technology,2,378,,Y401,何信標,通識中心,65,66,0,中文,國防教育只採計一門為通識學分
社會,法律與政治,0434,國防教育：國際情勢 National Defense Education: International Situations,2,512,,Y401,林欣郁,通識中心,55,65,0,中文,國防教育只採計一門為通識學分
社會,法律與政治,0435,國防教育：國際情勢 National Defense Education: International Situations,2,534,,Y401,林欣郁,通識中心,55,61,0,中文,國防教育只採計一門為通識學分
社會,法律與政治,0436,智慧財產權法概論 General Introduction on Intellectual Property,2,456,,Y303,蘇宜成,通識中心,50,43,7,中文,
社會,法律與政治,0437,電影與國際關係 Films and International Relations,2,278,,Y410,劉泰廷,通識中心,60,45,15,英文,英語授課
社會,商業與管理,0442,會計學概要 Introduction to Accounting,3,2234,,Y206,陳雪如,通識中心,50,46,4,中文,
社會,商業與管理,0443,老子的無為管理學 Do Nothing Management of Laozi,3,3678,,Y206,何建達,通識中心,50,47,3,中文,
社會,商業與管理,0444,財務報表分析概論 Introduction to Financial Statement Analysis,2,234,,U701,徐川皓,通識中心,45,37,8,中文,限修人數45人
社會,商業與管理,0445,財務報表分析概論 Introduction to Financial Statement Analysis,2,167,,Y101,陳育成,通識中心,48,45,3,中文,建議非管院大三、大四同學選修
社會,商業與管理,0446,科技管理導論 Introduction to Technology Management,3,3234,,*,王瑞德,通識中心,50,0,50,中文,"(未成班,停開)"
社會,心理與教育,0451,心理學 Psychology,3,1678,,Y304,關永馨,通識中心,60,26,34,中文,不開放特殊加簽
社會,心理與教育,0452,心理學 Psychology,3,2678,,Y304,關永馨,通識中心,60,20,40,中文,不開放特殊加簽
社會,心理與教育,0453,比較教育學 Comparative Pedagogy,2,178,,Y308,施又瑀,通識中心,50,48,2,中文,
社會,心理與教育,0454,社會心理學 Social Psychology,2,156,,Y308,施又瑀,通識中心,50,50,0,中文,
社會,心理與教育,0455,社會心理學 Social Psychology,2,134,,Y304,關永馨,通識中心,60,54,6,中文,不開放特殊加簽
社會,心理與教育,0456,教育與終身學習 Education and Life-Long Learning,2,256,,Y109,陳姿伶,通識中心,40,37,3,中文,
社會,心理與教育,0457,性別與親密關係 Gender and Close Relationships,2,334,,Y109,蔡素琴,通識中心,48,17,31,中文,
社會,心理與教育,0458,性別與親密關係 Gender and Close Relationships,2,356,,Y109,蔡素琴,通識中心,48,23,25,中文,
社會,資訊與傳播,0463,資訊資源與圖書館 Information Resources and Libraries,2,156,,LI412,宋慧筠,通識中心,50,20,30,英文/EMI,英語授課
