領域,學群,選課號碼(註1),科目名稱,學分,上課 時間,上課 週別,上課 教室,授課 教師,開課 單位,開課 人數,選課 人數,可選 餘額,授課 語言,備註
自然,生命科學,0501,健康與人生 Health and Life,2,534,,Y305,黃秀琳,通識中心,35,34,1,中文,不開放特殊加簽
自然,生命科學,0502,健康與人生 Health and Life,2,289,,Y302,邱南英等,通識中心,50,19,31,中文,
自然,生命科學,0503,健康與人生 Health and Life,2,467,,Y403,吳明儒等,通識中心,50,52,0,中文,
自然,生命科學,0504,健康與人生 Health and Life,2,256,,Y403,連漢仲等,通識中心,50,44,6,中文,
自然,生命科學,0505,健康與人生 Health and Life,2,234,,Y301,曾耀賢等,通識中心,50,47,3,中文,
自然,生命科學,0506,健康與人生 Health and Life,2,356,,Y301,邱瑩明等,通識中心,50,45,5,中文,
自然,生命科學,0507,昆蟲世界 Insect World,2,134,,EC7C03,段淑人,通識中心,50,29,21,中文,
自然,生命科學,0508,漫談預防醫學 A Brief Introduction to Preventive Medicine,2,256,,Y301,廖淑芬等,通識中心,50,48,2,中文,
自然,生命科學,0509,漫談預防醫學 A Brief Introduction to Preventive Medicine,2,289,,Y305,傅令嫻等,通識中心,50,23,27,中文,新開設遠距課程，同步遠距教學，修過「仁醫講學」者，建議不用再選此課
自然,生命科學,0510,漫談預防醫學 A Brief Introduction to Preventive Medicine,2,278,,Y308,鄭清源等,通識中心,50,30,20,中文,
自然,生命科學,0511,漫談預防醫學 A Brief Introduction to Preventive Medicine,2,589,,Y410,陳建華,通識中心,50,50,0,中文,同步遠距教學
自然,生命科學,0512,微生物世界 Microbial World,2,456,,J1007,鍾文鑫等,通識中心,100,101,0,中文,
自然,生命科學,0513,食品安全衛生 Food Safety and Sanitation,2,134,,FB110,陳錦樹等,通識中心,100,86,14,中文,
自然,生命科學,0514,生物電影 Bio-Movie,2,434,,Y309,王秉彥等,通識中心,50,35,15,中文,
自然,生命科學,0515,良醫講堂：臨床醫療與衛教 Good Doctors: Clinical Medicine and Health Education,2,378,,Y309,陳清埤等,通識中心,50,49,1,中文,
自然,生命科學,0516,良醫講堂：臨床醫療與衛教 Good Doctors: Clinical Medicine and Health Education,2,478,,Y410,黃金隆等,通識中心,50,48,2,中文,同步遠距教學
自然,生命科學,0517,印度傳統保健法 Indian Traditional Knowledge of Health and Healing,2,478,,Y409,古山吉(Kumar),通識中心,50,19,31,英文/EMI,英語授課
自然,生命科學,0518,草藥入門 An Introduction to Herbal Therapy,2,378,,Y409,古山吉(Kumar),通識中心,50,42,8,英文/EMI,英語授課
自然,生命科學,0519,"仁醫講學：疾病預防、臨床檢驗與治療 Attending Physician: Disease Prevention, Clinical Screening and Therapy",2,278,,Y112,許美鈴等,通識中心,89,64,25,中文,
自然,生命科學,0520,"仁醫講學：疾病預防、臨床檢驗與治療 Attending Physician: Disease Prevention, Clinical Screening and Therapy",2,478,,Y112,許美鈴等,通識中心,79,73,6,中文,
自然,生命科學,0521,常見疾病預防與保健 Common Disease and Health Promotion in Taiwan,2,534,,Y409,古山吉(Kumar),通識中心,50,14,36,英文/EMI,英語授課
自然,生命科學,0522,常見疾病預防與保健 Common Disease and Health Promotion in Taiwan,2,234,,Y307,沈靜慧等,通識中心,50,47,3,中文,上學期若已修過，勿再選修
自然,生命科學,0523,常見疾病預防與保健 Common Disease and Health Promotion in Taiwan,2,134,,Y305,高定憲等,通識中心,50,48,2,中文,
自然,生命科學,0524,常見疾病預防與保健 Common Disease and Health Promotion in Taiwan,2,112,,Y305,崔源生等,通識中心,50,50,0,中文,
自然,生命科學,0525,生命科學與生物資訊趣談 Interesting Introduction to Life Science and Bioinformatics,2,334,,Y307,陳盈璁等,通識中心,40,38,2,中文,
自然,生命科學,0526,生命科學與生物資訊趣談 Interesting Introduction to Life Science and Bioinformatics,2,378,,Y307,陳昆輝等,通識中心,50,43,7,中文,
自然,生命科學,0527,生命科學與人生 Life Science and Human Life,2,234,,Y104,何瓊紋等,通識中心,100,98,2,中文,
自然,生命科學,0528,生命科學與人生 Life Science and Human Life,2,456,,Y104,劉英明等,通識中心,100,102,0,中文,不開放特殊加簽
自然,生命科學,0529,營養與保健 Nutrition and Health Care,2,334,,*,古山吉(Kumar),通識中心,50,0,50,英文,"(未成班,停開)英語授課"
自然,生命科學,0530,營養與保健 Nutrition and Health Care,2,478,,Y309,黃文男等,通識中心,50,43,7,中文,
自然,生命科學,0531,生命的動力與延續 The Vitality and Sustainability of Life,2,134,,SC112,楊文明等,通識中心,150,149,1,中文,不開放特殊加簽
自然,生命科學,0532,生命的動力與延續 The Vitality and Sustainability of Life,2,534,,Z000,楊文明等,通識中心,133,128,5,中文,不開放特殊加簽，3/18請至Y104上課
自然,生命科學,0533,生物醫學新知與應用 New Technologies and Applications of Biomedical Sciences,2,278,,Y208,謝明儒等,通識中心,50,25,25,中文,
自然,生命科學,0534,臺灣重要之病毒性傳染病 Important Viral Infectious Diseases in Taiwan,2,434,,Y104,邱賢松,通識中心,100,109,0,中文,非同步遠距教學
