領域,學群,選課號碼(註1),科目名稱,學分,上課 時間,上課 週別,上課 教室,授課 教師,開課 單位,開課 人數,選課 人數,可選 餘額,授課 語言,備註
人文,哲學,0334,生死學 Life and Death Studies,2,412,,Y308,楊謦綺,通識中心,60,25,35,中文,
人文,哲學,0335,哲學概論 Introduction to Philosophy,2,256,,Y212,張盈馨,通識中心,60,66,0,中文,
人文,哲學,0336,哲學概論 Introduction to Philosophy,2,156,,Y208,程諾蘭,通識中心,50,17,33,中文,
人文,哲學,0337,中醫哲學 Philosophy of Chinese Medicine,2,523,,*,待聘,通識中心,31,0,31,中文,"(未成班,停開)(李承鴻老師)第一週停課、另行補課"
人文,藝術,0341,英國電視喜劇 British TV Comedy,2,156,,A711,廖瑩芝,通識中心,36,30,6,英文/EMI,英語授課
人文,藝術,0342,藝術的故事 The Story of Art,2,256,,Y204,劉瑞寬,通識中心,50,44,6,中文,
人文,藝術,0343,古典音樂賞析 Classical Music Appreciation,2,112,,Y112,陳彥蓉,通識中心,110,104,6,中文,不開放特殊加簽
人文,藝術,0344,古典音樂賞析 Classical Music Appreciation,2,134,,Y112,陳彥蓉,通識中心,110,107,3,中文,不開放特殊加簽
人文,藝術,0345,古典音樂賞析 Classical Music Appreciation,2,156,,Y112,李美賢,通識中心,110,105,5,中文,
人文,藝術,0346,古典音樂賞析 Classical Music Appreciation,2,178,,Y112,李美賢,通識中心,110,42,68,中文,
人文,藝術,0347,古典音樂賞析 Classical Music Appreciation,2,312,,Y112,陳欣宜,通識中心,110,41,69,中文,不開放特殊加簽
人文,藝術,0348,古典音樂賞析 Classical Music Appreciation,2,334,,Y112,陳欣宜,通識中心,110,70,40,中文,不開放特殊加簽
人文,藝術,0349,英國當代劇場 Contemporary British Theatre,2,178,,A711,廖瑩芝,通識中心,36,17,19,英文/EMI,英語授課
人文,藝術,0350,電影美學 Cinematic Aesthetics,2,256,,Y309,何智勇,通識中心,70,65,5,中文,不開放特殊加簽
人文,藝術,0351,東亞美術史 Art History in East Asia,2,156,,Y605,蕭怡姍,通識中心,40,37,3,中文,
人文,文化,0356,日本文化 Japanese Culture,2,478,,Y207,沈玉慧,通識中心,45,24,21,中文,
人文,文化,0357,日本文化 Japanese Culture,2,289,,Y403,徐睿鎂,通識中心,65,57,8,中文,不開放特殊加簽
人文,文化,0358,日本文化 Japanese Culture,2,434,,Y308,楊謦綺,通識中心,60,23,37,中文,
人文,文化,0359,日本文化 Japanese Culture,2,334,,Y305,賴郁君,通識中心,50,48,2,中文,
人文,文化,0360,影像臺灣 The Image of Taiwan,2,156,,Y303,蔡林縉,通識中心,31,29,2,中文,
人文,文化,0361,環境視覺與思潮運動 Environmental Perceptions and Thoughtful Movement,2,456,,Y212,程進發,通識中心,50,42,8,中文,
人文,文化,0362,文化人類學導論 Introduction to Cultural Anthropology,2,278,,*,廖志輝,通識中心,50,0,50,中文,(未成班，停開)
人文,文化,0363,中國傳統思想經典選讀 Reading of Classical Chinese Traditional Thought,2,212,,Y212,張盈馨,通識中心,60,67,0,中文,
人文,文化,0364,中國傳統思想經典選讀 Reading of Classical Chinese Traditional Thought,2,434,,Y206,蕭振聲,通識中心,50,48,2,中文,
人文,文化,0365,日本漫畫文化論 Japanese Manga Culture Inquiry,2,256,,Y104,陳仲偉,通識中心,120,115,5,中文,不開放特殊加簽
人文,文化,0366,江戶文化 Edo Culture,2,334,,Y309,蕭涵珍,通識中心,40,38,2,中文,
人文,文化,0367,多元文化在臺灣 Multicultural in Taiwan,2,334,,Y203,陳建源,通識中心,40,37,3,中文,
人文,文化,0368,"語言、文化與溝通 Language, Culture and Communication",2,134,,*,張文俐,通識中心,45,0,45,英文,"(未成班,停開)英語授課"
人文,文化,0369,"語言、文化與溝通 Language, Culture and Communication",2,312,,U701,張文俐,通識中心,45,19,26,英文/EMI,英語授課
人文,文化,0370,臺灣環境與永續生活 Taiwan's Environment and Sustainable Living,2,534,,Y204,蕭戎,通識中心,50,14,36,中文,
人文,文化,0371,臺灣環境與永續生活 Taiwan's Environment and Sustainable Living,2,556,,Y204,蕭戎,通識中心,50,43,7,中文,
人文,文化,0101,歷史·生活與學習 Life and Learning in History,2,2AB,,Y304,宋德喜,夜不限系別,50,46,4,中文,
人文,文化,0105,歷史·生活與學習 Life and Learning in History,2,2CD,,Y304,宋德喜,夜不限系別,50,41,9,中文,
人文,歷史,0106,歷史與人生 History and Human Life,2,3AB,,Y410,林益德,夜不限系別,50,49,1,中文,
人文,歷史,0109,歷史與人生 History and Human Life,2,3CD,,Y410,林益德,夜不限系別,50,49,1,中文,
