領域,學群,選課號碼(註1),科目名稱,學分,上課 時間,上課 週別,上課 教室,授課 教師,開課 單位,開課 人數,選課 人數,可選 餘額,授課 語言,備註
自然,生命科學,0518,草藥入門 An Introduction to Herbal Therapy,2,178,,Y403,古山吉(Kumar),通識中心,35,15,20,英文/EMI,English Conducting
自然,生命科學,0519,"仁醫講學：疾病預防、臨床檢驗與治療 Attending Physician: Disease Prevention, Clinical Screening and Therapy",2,278,,Y112,謝政哲等,通識中心,121,118,3,中文,
自然,生命科學,0520,"仁醫講學：疾病預防、臨床檢驗與治療 Attending Physician: Disease Prevention, Clinical Screening and Therapy",2,478,,Y112,謝政哲等,通識中心,121,117,4,中文,
自然,生命科學,0521,現代臺灣常見疾病介紹與治療 Introduction and Treatment of Common Medical Diseases in Taiwan,2,256,,Y312,智文等,通識中心,20,20,0,中文,不開放特殊加簽
自然,生命科學,0522,現代臺灣常見疾病介紹與治療 Introduction and Treatment of Common Medical Diseases in Taiwan,2,278,,Y407,鄭均洹等,通識中心,20,20,0,中文,不開放特殊加簽
自然,生命科學,0523,蘭大衛講堂：醫療與保健 David Landsborough：Medical and Health Care,2,189,,Y404,張丞賢等,通識中心,20,18,2,中文,不開放特殊加簽，修過「良醫講堂」者，請不要再選本課程。
自然,生命科學,0524,蘭大衛講堂：醫療與保健 David Landsborough：Medical and Health Care,2,567,,Y211,蕭建洲等,通識中心,20,20,0,中文,不開放特殊加簽，修過「良醫講堂」者，請不要再選本課程。
自然,生命科學,0525,蘭大衛講堂：醫療與保健 David Landsborough：Medical and Health Care,2,589,,Y211,謝承樸等,通識中心,20,19,1,中文,不開放特殊加簽，修過「良醫講堂」者，請不要再選本課程。
自然,生命科學,0526,家庭醫學面面觀 Common Diseases and Health Education of Family Medicine,2,234,,Y211,沈靜慧等,通識中心,20,20,0,中文,不開放特殊加簽
自然,生命科學,0527,當代醫學與健康管理 An Introduction of Modern Medicine,2,156,,Y211,詹明澄等,通識中心,20,20,0,中文,不開放特殊加簽
自然,生命科學,0528,當代醫學與健康管理 An Introduction of Modern Medicine,2,289,,Y405,陳昶華等,通識中心,20,18,2,中文,不開放特殊加簽
自然,生命科學,0529,當代醫學與健康管理 An Introduction of Modern Medicine,2,478,,*,古山吉(Kumar),通識中心,35,0,35,英文/EMI,"(未成班,停開) English Conducting"
自然,生命科學,0530,機智醫療生活 Smart Medicine in Life,2,112,,Y211,崔源生等,通識中心,20,20,0,中文,不開放特殊加簽
自然,生命科學,0531,機智醫療生活 Smart Medicine in Life,2,134,,Y211,高定憲等,通識中心,20,20,0,中文,不開放特殊加簽
自然,生命科學,0532,生活中的植物學 Botany in Life,2,334,,Y204,林振祥等,通識中心,50,49,1,中文,含彈性教學
自然,生命科學,0533,生活中的毒理學 Toxicology in Life,2,234,,Y203,陳瀅太,通識中心,35,32,3,中文,不開放特殊加簽
自然,生命科學,0534,生命科學與生物資訊趣談 Interesting Introduction to Life Science and Bioinformatics,2,334,,Y309,陳盈璁等,通識中心,40,40,0,中文,
自然,生命科學,0535,生命科學與生物資訊趣談 Interesting Introduction to Life Science and Bioinformatics,2,489,,Y404,陳昆輝等,通識中心,20,19,1,中文,不開放特殊加簽
自然,生命科學,0536,生命科學與人生 Life Science and Human Life,2,234,,Y112,何瓊紋等,通識中心,100,99,1,中文,含彈性教學
自然,生命科學,0537,生命科學與人生 Life Science and Human Life,2,456,,Y112,簡麗鳳等,通識中心,100,101,0,中文,不開放特殊加簽;含彈性教學
自然,生命科學,0538,生命科學與人生 Life Science and Human Life,2,167,,Y312,曾信順等,通識中心,20,20,0,中文,不開放特殊加簽
自然,生命科學,0539,生命科學與人生 Life Science and Human Life,2,189,,Y312,蕭品卉等,通識中心,20,20,0,中文,不開放特殊加簽
自然,生命科學,0540,營養與保健 Nutrition and Health Care,2,478,,Y405,黃文男等,通識中心,20,18,2,中文,不開放特殊加簽
自然,生命科學,0541,生命的動力與延續 The Vitality and Sustainability of Life,2,134,,SC112,曾天生等,通識中心,150,147,3,中文,不開放特殊加簽
自然,生命科學,0542,生命的動力與延續 The Vitality and Sustainability of Life,2,534,,Z000,曾天生等,通識中心,135,128,7,中文,不開放特殊加簽
自然,生命科學,0543,常見疾病預防與保健 Common Disease and Health Promotion in Taiwan,2,456,,Y409,莊秀美等,通識中心,60,59,1,中文,
自然,生命科學,0544,生物醫學新知與應用 New Technologies and Applications of Biomedical Sciences,2,478,,Y406,謝明儒等,通識中心,20,20,0,中文,不開放特殊加簽
自然,生命科學,0545,臺灣重要之病毒性傳染病 Important Viral Infectious Diseases in Taiwan,2,434,,Y104,邱賢松,通識中心,100,108,0,中文,非同步遠距教學
自然,生命科學,0546,食品安全衛生 Food Safety and Sanitation,2,134,,FB110,溫曉薇等,通識中心,100,72,28,中文,
自然,物質科學,0550,生物化學與人生 Biochemistry and Life,2,434,,Y203,莊敦堯,通識中心,70,63,7,中文,
自然,物質科學,0551,實用生活化學 Practical Aspects of Chemistry,2,278,,T628,蕭鶴軒,通識中心,32,26,6,中文,
自然,物質科學,0552,實用生活化學 Practical Aspects of Chemistry,2,112,,SC111,羅順原,通識中心,150,133,17,中文,
自然,數學統計,0557,生物統計與生活 Biostatistics and Life,2,234,,L216,郭寶錚,通識中心,45,21,24,中文,
自然,數學統計,0558,數學世界的奧秘 The Mystery of Mathematics,2,278,,Y203,蔡亞倫,通識中心,40,15,25,英文/EMI,English Conducting
自然,環境科學,0562,永續能源發展 Sustainable Energy and Development,2,134,,ATB29,韓政良,通識中心,70,66,4,中文,不開放特殊加簽
自然,環境科學,0563,環境與健康 Environmental Health,2,112,,Y312,張祐剛,通識中心,20,18,2,中文,不開放特殊加簽
自然,環境科學,0564,生態學 Ecology,2,156,,Y401,于迺文,通識中心,72,23,49,中文,含彈性教學
自然,環境科學,0565,生態學 Ecology,2,189,,*,于迺文,通識中心,72,0,72,中文,"(未成班,停開) 含彈性教學"
自然,環境科學,0566,生態學 Ecology,2,534,,*,段淑人,通識中心,50,0,50,中文,"(未成班,停開)"
自然,環境科學,0567,防災概論 Introduction to Disaster Mitigation,2,478,,Y203,王鴻勳,通識中心,50,22,28,中文,
自然,環境科學,0568,地學通論 Introduction to Physical Geography,3,1678,,Y305,彭宗仁,通識中心,40,25,15,中文,建議非森林系、土環系學生選修
自然,生命科學,0108,八大藝術中的生物醫學 Biomedical Sciences in Arts,2,3AB,,Y112,闕斌如等,夜不限系別,120,24,96,中文,莊秀美老師，謝政哲老師合授
自然,生命科學,0162,常見疾病預防與保健 Common Disease and Health Promotion in Taiwan,2,2AB,,Y104,闕斌如等,夜不限系別,120,46,74,中文,
