領域,學群,選課號碼(註1),科目名稱,學分,上課 時間,上課 週別,上課 教室,授課 教師,開課 單位,開課 人數,選課 人數,可選 餘額,授課 語言,備註
社會,公民與社會,0401,服務學習：中小學課業輔導 Service Learning: Primary and Junior High School Tutoring,2,278,,Y312,楊琇玲,通識中心,31,35,0,中文,本學期第5~17週需使用課堂時間至信義國小服務
社會,公民與社會,0402,社會科學概論 Introduction to Social Science,3,2234,,Y212,沈玄池,通識中心,70,69,1,中文,
社會,公民與社會,0403,政治社會哲學 Political-Social Philosophy,2,456,,Y212,顧毓民,通識中心,70,58,12,中文,
社會,公民與社會,0404,政治社會哲學 Political-Social Philosophy,2,556,,Y212,顧毓民,通識中心,70,54,16,中文,
社會,公民與社會,0405,社會學 Sociology,3,3234,,Y410,陳迪暉,通識中心,70,77,0,中文,
社會,公民與社會,0406,社會學 Sociology,3,4567,,Y410,陳迪暉,通識中心,70,78,0,中文,
社會,公民與社會,0407,性別·社會·個人 Gender-Society-Individual,2,234,,Y401,關永馨,通識中心,60,48,12,中文,
社會,公民與社會,0408,社會關懷 Social Care,2,434,,Y208,賴淑蘭,通識中心,50,55,0,中文,
社會,公民與社會,0409,社會關懷 Social Care,2,456,,Y208,賴淑蘭,通識中心,50,58,0,中文,
社會,公民與社會,0410,食物與政治 Food and Politics,2,278,,SC112,譚偉恩,通識中心,130,139,0,中文,
社會,公民與社會,0411,動物福祉 Animal Welfare,2,556,,QB101,李衛民等,通識中心,31,31,0,中文,須於週一及週五下午1點~5點至動物收容中心服務，二天下午有排課的同學及獸醫系同學，請勿選課!
社會,公民與社會,0412,社區營造與創意方案規劃 Community Empowerment and Creativity Program Planning,2,134,,Y211,張淑君等,通識中心,35,32,3,中文,
社會,公民與社會,0413,社區營造與創意方案規劃 Community Empowerment and Creativity Program Planning,2,156,,Y211,張淑君等,通識中心,35,37,0,中文,
社會,法律與政治,0419,消費者權益保護與法律 Consumer Rights Protection and Law,2,267,,Y410,戴志傑,通識中心,70,30,40,中文,
社會,法律與政治,0420,消費者權益保護與法律 Consumer Rights Protection and Law,2,289,,Y410,戴志傑,通識中心,70,53,17,中文,
社會,法律與政治,0421,法律與生活 Law and Everyday Life,2,312,,Y112,林炫秋,通識中心,128,113,15,中文,
社會,法律與政治,0422,國際關係 International Relations,2,356,,SC112,沈玄池,通識中心,100,103,0,中文,
社會,法律與政治,0423,國際關係 International Relations,2,434,,SC112,廖舜右,通識中心,130,139,0,中文,
社會,法律與政治,0424,國際關係 International Relations,2,378,,SC112,譚偉恩,通識中心,130,147,0,中文,
社會,法律與政治,0425,民主與憲政 Democracy and Constitutionalism,2,212,,Y403,翟挹,通識中心,70,72,0,中文,
社會,法律與政治,0426,民主與憲政 Democracy and Constitutionalism,2,256,,Y403,翟挹,通識中心,70,70,0,中文,
社會,法律與政治,0427,民主與憲政 Democracy and Constitutionalism,2,356,,Y403,翟挹,通識中心,70,73,0,中文,
社會,法律與政治,0428,民主與憲政 Democracy and Constitutionalism,2,512,,Y403,翟挹,通識中心,70,68,2,中文,
社會,法律與政治,0429,民主與憲政 Democracy and Constitutionalism,2,478,,Y206,潘競恒,通識中心,70,30,40,中文,
社會,法律與政治,0430,國家發展 National Development Study,2,256,,SC202,邱明斌,通識中心,70,65,5,中文,
社會,法律與政治,0431,政治學 Political Science,3,5567,,Y305,李昌麟,通識中心,70,46,24,中文,
