領域,學群,選課號碼(註1),科目名稱,學分,上課 時間,上課 週別,上課 教室,授課 教師,開課 單位,開課 人數,選課 人數,可選 餘額,授課 語言,備註
人文,文學,0302,西方電影文學 Western Literature and Film Adaptation,2,378,,Y104,蔡淑惠,通識中心,50,42,8,英文,英語授課
人文,文學,0303,中國古典短篇小說選讀 Selected Reading of Classical Chinese Fictions,2,312,,Y201,蔡妙真,通識中心,50,49,1,中文,
人文,文學,0304,飲食文學 Dietary Literature,2,278,,Y302,羅秀美,通識中心,40,40,0,中文,
人文,文學,0305,西洋文學概論 Introduction to Western Literature,2,178,,Y212,宋維科,通識中心,50,36,14,中文,
人文,歷史,0311,中國歷史與民間傳說 Chinese History and Tales,2,156,,Y206,黃純怡,通識中心,50,59,0,中文,
人文,歷史,0312,中國歷史與民間傳說 Chinese History and Tales,2,178,,Y206,黃純怡,通識中心,50,50,0,中文,
人文,歷史,0313,中國歷史與民間傳說 Chinese History and Tales,2,234,,Y206,黃純怡,通識中心,50,52,0,中文,
人文,歷史,0314,現代世界的形成 The Formation of Modern World,2,189,,Y402,林志龍,通識中心,75,78,0,中文,
人文,歷史,0315,現代商業史 A History of Modern Business,2,167,,Y402,林志龍,通識中心,75,76,0,中文,
人文,歷史,0316,臺灣歷史導論 Introduction to History of Taiwan,2,334,,Y304,李毓嵐,通識中心,70,73,0,中文,
人文,歷史,0317,歷史與人生 History and Human Life,2,434,,Y401,林益德,通識中心,60,77,0,中文,
人文,歷史,0318,中國現代史 Contemporary Chinese History,2,178,,Y305,游博清,通識中心,50,49,1,中文,
人文,歷史,0319,中國現代史 Contemporary Chinese History,2,278,,Y305,游博清,通識中心,50,49,1,中文,
人文,歷史,0320,美國族群史 Ethnic American History,2,212,,Y204,陳靜瑜,通識中心,50,49,1,中文,
人文,歷史,0321,西方健康文化史 Western Cultural History of Health,2,189,,Y204,陳樂元,通識中心,50,46,4,中文,
人文,歷史,0322,西方健康文化史 Western Cultural History of Health,2,267,,Y204,陳樂元,通識中心,50,40,10,中文,
人文,歷史,0323,西方健康文化史 Western Cultural History of Health,2,378,,Y204,陳樂元,通識中心,50,49,1,中文,
人文,歷史,0324,近代臺灣日常科技體驗 Everyday Usage and Experiences of Modern Technology in Taiwan: A Historical Perspective,2,234,,Y302,許宏彬,通識中心,50,41,9,中文,
人文,歷史,0325,近代臺灣日常科技體驗 Everyday Usage and Experiences of Modern Technology in Taiwan: A Historical Perspective,2,334,,Y303,許宏彬,通識中心,50,42,8,中文,
人文,哲學,0329,倫理學與當代議題 Ethics and Contemporary Issues,2,312,,Y403,翟挹,通識中心,70,74,0,中文,
人文,哲學,0330,倫理學與當代議題 Ethics and Contemporary Issues,2,556,,Y403,翟挹,通識中心,70,74,0,中文,
人文,哲學,0331,實用邏輯學 Applied Logics,2,256,,Y212,顧毓民,通識中心,70,26,44,中文,
人文,哲學,0332,實用邏輯學 Applied Logics,2,334,,Y212,顧毓民,通識中心,70,15,55,中文,
人文,哲學,0333,實用邏輯學 Applied Logics,2,434,,Y212,顧毓民,通識中心,70,37,33,中文,
人文,哲學,0334,美學 Aesthetics,2,312,,Y208,張盈馨,通識中心,70,65,5,中文,
人文,哲學,0335,美學 Aesthetics,2,334,,Y208,張盈馨,通識中心,70,75,0,中文,
人文,哲學,0336,應用易經 Yi-Jing in Practice,2,378,,Y409,陳榮波,通識中心,75,74,1,中文,本課程不開放特殊情形權限加選
人文,哲學,0337,中醫哲學 Philosophy of Chinese Medicine,2,356,,Y409,陳榮波,通識中心,75,75,0,中文,本課程不開放特殊情形權限加選
人文,哲學,0338,生死學 Life and Death Studies,2,412,,Y308,楊謦綺,通識中心,55,49,6,中文,
人文,哲學,0339,哲學概論 Introduction to Philosophy,2,234,,Y208,張盈馨,通識中心,70,83,0,中文,
人文,哲學,0340,哲學概論 Introduction to Philosophy,2,156,,Y207,蕭振聲,通識中心,50,50,0,中文,
人文,哲學,0341,哲學概論 Introduction to Philosophy,2,356,,Y212,顧毓民,通識中心,70,42,28,中文,
人文,哲學,0342,哲學概論 Introduction to Philosophy,2,534,,Y212,顧毓民,通識中心,70,18,52,中文,
人文,藝術,0346,藝術的故事 The Story of Art,2,256,,Y206,劉瑞寬,通識中心,50,56,0,中文,
人文,藝術,0347,視覺藝術欣賞 Visual Art Appreciation,2,356,,Y206,吳如玉,通識中心,70,70,0,中文,
人文,藝術,0348,視覺藝術欣賞 Visual Art Appreciation,2,378,,Y206,吳如玉,通識中心,70,68,2,中文,
人文,藝術,0349,古典音樂賞析 Classical Music Appreciation,2,156,,A317,李美賢,通識中心,70,70,0,中文,本課程不開放特殊情形權限加選
人文,藝術,0350,古典音樂賞析 Classical Music Appreciation,2,178,,A317,李美賢,通識中心,70,67,3,中文,本課程不開放特殊情形權限加選
人文,藝術,0351,古典音樂賞析 Classical Music Appreciation,2,256,,A317,李美賢,通識中心,70,68,2,中文,本課程不開放特殊情形權限加選
人文,藝術,0352,古典音樂賞析 Classical Music Appreciation,2,456,,A317,陳欣宜,通識中心,70,69,1,中文,本課程不開放特殊情形權限加選
人文,藝術,0353,古典音樂賞析 Classical Music Appreciation,2,478,,A317,陳欣宜,通識中心,70,62,8,中文,本課程不開放特殊情形權限加選
人文,藝術,0354,古典音樂賞析 Classical Music Appreciation,2,49A,,A317,陳欣宜,通識中心,70,18,52,中文,本課程不開放特殊情形權限加選
人文,藝術,0355,古典音樂賞析 Classical Music Appreciation,2,112,,A317,陳彥蓉,通識中心,70,69,1,中文,本課程不開放特殊情形權限加選
人文,藝術,0356,古典音樂賞析 Classical Music Appreciation,2,134,,A317,陳彥蓉,通識中心,70,69,1,中文,本課程不開放特殊情形權限加選
人文,藝術,0357,古典音樂賞析 Classical Music Appreciation,2,312,,A317,陳彥蓉,通識中心,70,68,2,中文,本課程不開放特殊情形權限加選
人文,藝術,0358,古典音樂賞析 Classical Music Appreciation,2,334,,A317,陳彥蓉,通識中心,70,67,3,中文,本課程不開放特殊情形權限加選
人文,藝術,0359,英國當代劇場 Contemporary British Theatre,2,156,,Y605,廖瑩芝,通識中心,48,33,15,英文,英語授課
人文,藝術,0361,幫派電影與暴力美學 Gangster Films and Aesthetics of Violence,2,256,,Y605,廖瑩芝,通識中心,48,34,14,英文,英語授課
人文,藝術,0362,幫派電影與暴力美學 Gangster Films and Aesthetics of Violence,2,278,,Y605,廖瑩芝,通識中心,48,35,13,英文,英語授課
人文,文化,0369,世界宗教與人生價值 Religions of the World and Values of Life,2,356,,Y208,賴淑蘭,通識中心,50,54,0,中文,
人文,文化,0370,日本文化 Japanese Culture,2,289,,Y402,徐睿鎂,通識中心,50,49,1,中文,
人文,文化,0371,日本文化 Japanese Culture,2,434,,Y308,楊謦綺,通識中心,55,55,0,中文,
人文,文化,0372,日本文化 Japanese Culture,2,256,,Y302,蕭涵珍,通識中心,50,64,0,中文,
人文,文化,0374,歷史·生活與學習 Life and Learning in History,2,434,,Y204,宋德喜,通識中心,60,67,0,中文,
人文,文化,0375,中國士人文化 Chinese Literati Culture,2,256,,Y304,王仁祥,通識中心,60,46,14,中文,
人文,文化,0376,中國士人文化 Chinese Literati Culture,2,412,,Y304,王仁祥,通識中心,60,49,11,中文,
人文,文化,0377,日本漫畫文化論 Japanese Manga Culture Inquiry,2,234,,Y104,陳仲偉,通識中心,120,117,3,中文,本課程不開放特殊情形權限加選
