領域,學群,選課號碼(註1),科目名稱,學分,上課 時間,上課 週別,上課 教室,授課 教師,開課 單位,開課 人數,選課 人數,可選 餘額,授課 語言,備註
自然,生命科學,0501,園藝與生活 Horticulture and Living,2,189,,H300,林慧玲等,通識中心,70,72,0,中文,
自然,生命科學,0502,森林生態 Forest Ecology,2,378,,V000,廖天賜等,通識中心,70,70,0,中文,
自然,生命科學,0503,昆蟲世界 Insect World,2,134,,EC7D09,段淑人,通識中心,70,54,16,中文,
自然,生命科學,0504,漫談預防醫學 A Brief Introduction to Preventive Medicine,2,234,,Y204,趙黛瑜等,通識中心,70,83,0,中文,
自然,生命科學,0505,微生物世界 Microbial World,2,456,,R10B05,鍾文鑫等,通識中心,100,107,0,中文,
自然,生命科學,0506,動物生物科技與生活 Animal Biotechnology and Life,2,234,,I407,譚發瑞等,通識中心,120,116,4,中文,
自然,生命科學,0507,植物生態與多樣性 Plant Ecology and Biodiversity,2,334,,IA514,趙國容,通識中心,50,30,20,英文,英語授課
自然,生命科學,0508,樹木身體語言與照護 Tree Body Language and Care,2,323,,H101,劉東啟等,通識中心,50,46,4,中文,
自然,生命科學,0509,觀賞魚飼養與保健學 Breeding and Health Care of Aquarium Fish,2,234,,Y212,謝嘉裕,通識中心,50,63,0,中文,
自然,生命科學,0510,農業科技與生活 Agricultural Biotechnology and Human Life,2,378,,Y112,林益昇,通識中心,70,81,0,中文,
自然,生命科學,0511,生命科學與人生 Life Science and Human Life,2,456,,Z107,劉英明等,通識中心,100,107,0,中文,
自然,生命科學,0512,生命的動力與延續 The Vitality and Sustainability of Life,2,134,,SC112,劉宏仁等,通識中心,150,145,5,中文,本課程不開放特殊情形權限加選
自然,生命科學,0513,生命的動力與延續 The Vitality and Sustainability of Life,2,534,,SC112,劉宏仁等,通識中心,150,143,7,中文,本課程不開放特殊情形權限加選
自然,生命科學,0514,生物醫學新知與應用 New Technologies and Applications of Biomedical Sciences,2,456,,Y112,莊秀美等,通識中心,120,124,0,中文,
自然,生命科學,0515,臺灣重要之病毒性傳染病 Important Viral Infectious Diseases in Taiwan,2,434,,Y112,邱賢松,通識中心,100,117,0,中文,
自然,環境科學,0520,防災概論 Introduction to Disaster Mitigation,2,578,,Y212,王鴻勳,通識中心,50,55,0,中文,
自然,環境科學,0521,永續農學 Sustainable Agriculture,2,156,,IA531,申雍等,通識中心,50,27,23,中文,
自然,環境科學,0522,永續農學 Sustainable Agriculture,2,456,,IA531,申雍等,通識中心,50,19,31,中文,
自然,環境科學,0523,環境與能源 Environment and Energy,3,5678,,P103,盧昭暉,通識中心,50,31,19,中文,本課程建議理工學院學生選修
自然,環境科學,0524,校園自然環境導覽 Guided Tour on Campus Environment,2,278,,Z117,劉思謙,通識中心,20,23,0,中文,
自然,環境科學,0525,世界糧食問題 World Food Problems,2,534,,IA531,高木知芙美,通識中心,50,50,0,英文,英語授課
自然,環境科學,0526,環境生態變遷與永續發展 Change and Sustainable Development in Environment and Ecology,2,478,,Y402,王鴻勳,通識中心,70,80,0,中文,
自然,環境科學,0527,地學通論 Introduction to Physical Geography,3,1789,,J104,彭宗仁,通識中心,35,37,0,中文,建議非森林系、土環系學生選修
自然,環境科學,0528,氣候變遷影響及其因應策略 The Effects of Climate Change and the Analysis of Possible Adaptation Strategies,2,434,,Y207,蘇義淵,通識中心,60,57,3,英文,英語授課
自然,物質科學,0531,"化學、醫藥與社會 Chemistry, Medicine and Society",2,378,,S106,鍾婷婷,通識中心,31,27,4,中文,
自然,物質科學,0532,現代生活中的科技與物理 Technologies and Physics in Modern Life,2,178,,S104,何孟書等,通識中心,70,69,1,中文,
自然,物質科學,0533,物理世界的奧秘 The Mystery of Physics,2,334,,S104,張志軍,通識中心,80,85,0,中文,
自然,物質科學,0534,實用生活化學 Practical Aspects of Chemistry,2,334,,Y212,林寬鋸,通識中心,70,74,0,中文,修過全年班普通化學的同學建議勿修習此課程
自然,數學統計,0538,生物統計與生活 Biostatistics and Life,2,134,,Y202,郭寶錚,通識中心,60,58,2,中文,
自然,數學統計,0539,數學世界的奧秘 The Mystery of Mathematics,2,156,,Y305,蔡亞倫,通識中心,50,49,1,英文,英語授課
自然,數學統計,0540,力學與數學的歷史發展 The Historical Evolution of Mechanics and Mathematics,2,334,,Y207,李林滄,通識中心,70,68,2,中文,
自然,工程科技,0545,化工科技 Chemical Engineering Technology,2,178,,CE206,李思禹,通識中心,32,30,2,中文,示範實驗
自然,工程科技,0546,中國古代科學 Chinese Ancient Science,2,234,,L216,王東安,通識中心,50,45,5,中文,
自然,工程科技,0547,以科學方法解決生活問題 Using Scientific Methods to Solve Daily Life Problems,2,212,,Y605,鄭政,通識中心,31,18,13,中文,學生需自行設定生活問題
自然,工程科技,0548,土木工程概論 Introduction to Civil Engineering,2,178,,C205,高書屏,通識中心,140,137,3,中文,
自然,工程科技,0549,奈米科技 Introduction of Nanotech,2,234,,S1A03,裴靜偉,通識中心,100,114,0,中文,
自然,工程科技,0550,生醫工程概論 Introduction to Biomedical Engineering,3,1567,,Y304,王惠民,通識中心,60,61,0,中文,
自然,環境科學,0594,惠蓀林場生態與環境 Ecology and Environment in Hui-Sun Experimental Forest,1,*,,*,陳雪如,通識中心,72,71,1,中文,第一梯次：106/5/31-6/3(4天3夜)
自然,環境科學,0595,惠蓀林場生態與環境 Ecology and Environment in Hui-Sun Experimental Forest,1,*,,*,陳雪如,通識中心,71,71,0,中文,第三梯次：106/8/29-9/1(4天3夜)
自然,環境科學,0596,惠蓀林場生態與環境 Ecology and Environment in Hui-Sun Experimental Forest,1,*,,*,陳雪如,通識中心,66,66,0,中文,第四梯次：106/9/5-9/8(4天3夜)
自然,環境科學,0171,環境生態變遷與永續發展 Change and Sustainable Development in Environment and Ecology,2,5CD,,Y303,王鴻勳,夜不限系別,70,64,6,中文,
自然,環境科學,0172,生態學 Ecology,2,1CD,,Y303,于迺文,夜不限系別,70,67,3,中文,
